feature,berlin_election_2023_first_votes,berlin_election_2023_first_votes_percentage,berlin_election_2023_second_votes,berlin_election_2023_second_votes_percentage,berlin_election_2016_first_votes,berlin_election_2016_first_votes_percentage,berlin_election_2016_second_votes,berlin_election_2016_second_votes_percentage,difference_first_votes,difference_first_votes_percentage,difference_second_votes,difference_second_votes_percentage
Wahlberechtigte,32766,x,32766,x,33533,x,33533,x,-767,x,-767,x
ohne Wahlschein,24780,75.6,24780,75.6,27854,83.1,27854,83.1,-3074,-7.4,-3074,-7.4
mit Wahlschein,7986,24.4,7986,24.4,5679,16.9,5679,16.9,2307,7.4,2307,7.4
Wählende,16153,49.3,16153,49.3,18252,54.4,18147,54.1,-2099,-5.1,-1994,-4.8
darunter Briefwählende,7007,43.4,7007,43.4,5060,27.7,4967,27.4,1947,15.7,2040,16
Abgegebene Stimmen,16136,x,16125,x,18189,x,18147,x,-2053,x,-2022,x
Ungültige Stimmen,169,1,135,0.8,389,2.1,372,2,-220,-1.1,-237,-1.2
Gültige Stimmen,15967,99,15990,99.2,17800,97.9,17775,98,-1833,1.1,-1785,1.2
SPD,3739,23.4,3251,20.3,5222,29.3,4454,25.1,-1483,-5.9,-1203,-4.7
CDU,3351,21,3201,20,2609,14.7,2486,14,742,6.3,715,6
GRÜNE,3367,21.1,3651,22.8,2759,15.5,2816,15.8,608,5.6,835,7
DIE LINKE,3023,18.9,2818,17.6,2713,15.2,2933,16.5,310,3.7,-115,1.1
AfD,1079,6.8,1047,6.5,2329,13.1,2335,13.1,-1250,-6.3,-1288,-6.6
FDP,370,2.3,397,2.5,717,4,777,4.4,-347,-1.7,-380,-1.9
Die PARTEI,369,2.3,260,1.6,629,3.5,551,3.1,-260,-1.2,-291,-1.5
Tierschutzpartei,557,3.5,363,2.3,x,x,381,2.1,557,3.5,-18,0.1
PIRATEN,x,x,62,0.4,431,2.4,416,2.3,-431,-2.4,-354,-2
Graue Panther,x,x,59,0.4,x,x,197,1.1,x,x,-138,-0.7
NPD,x,x,8,0.1,146,0.8,174,1,-146,-0.8,-166,-0.9
Gesundheitsforschung,x,x,40,0.3,x,x,67,0.4,x,x,-27,-0.1
LKR,x,x,5,0,x,x,71,0.4,x,x,-66,-0.4
DKP,x,x,32,0.2,x,x,48,0.3,x,x,-16,-0.1
SGP,x,x,11,0.1,x,x,10,0.1,x,x,1,0
BüSo,x,x,4,0,x,x,1,0,x,x,3,0
B*,x,x,26,0.2,x,x,x,x,x,x,26,0.2
ÖDP,x,x,12,0.1,x,x,x,x,x,x,12,0.1
dieBasis,112,0.7,66,0.4,x,x,x,x,112,0.7,66,0.4
Bildet Berlin!,x,x,20,0.1,x,x,x,x,x,x,20,0.1
Die Grauen,x,x,42,0.3,x,x,x,x,x,x,42,0.3
du.,x,x,82,0.5,x,x,x,x,x,x,82,0.5
BÜNDNIS21,x,x,3,0,x,x,x,x,x,x,3,0
FREIE WÄHLER,x,x,21,0.1,x,x,x,x,x,x,21,0.1
Klimaliste Berlin,x,x,78,0.5,x,x,x,x,x,x,78,0.5
MIETERPARTEI,x,x,36,0.2,x,x,x,x,x,x,36,0.2
Die Humanisten,x,x,58,0.4,x,x,x,x,x,x,58,0.4
Team Todenhöfer,x,x,215,1.3,x,x,x,x,x,x,215,1.3
Volt,x,x,122,0.8,x,x,x,x,x,x,122,0.8
Sonstige,x,x,x,x,245,1.4,58,0.3,x,x,x,x
