feature,berlin_election_2023_first_votes,berlin_election_2023_first_votes_percentage,berlin_election_2023_second_votes,berlin_election_2023_second_votes_percentage,berlin_election_2016_first_votes,berlin_election_2016_first_votes_percentage,berlin_election_2016_second_votes,berlin_election_2016_second_votes_percentage,difference_first_votes,difference_first_votes_percentage,difference_second_votes,difference_second_votes_percentage
Wahlberechtigte,26180,x,26180,x,26816,x,26816,x,-636,x,-636,x
ohne Wahlschein,18907,72.2,18907,72.2,21270,79.3,21270,79.3,-2363,-7.1,-2363,-7.1
mit Wahlschein,7273,27.8,7273,27.8,5546,20.7,5546,20.7,1727,7.1,1727,7.1
Wählende,16888,64.5,16888,64.5,19471,72.6,18876,70.4,-2583,-8.1,-1988,-5.9
darunter Briefwählende,6207,36.8,6207,36.8,6076,31.2,5416,28.7,131,5.5,791,8.1
Abgegebene Stimmen,16876,x,16856,x,19422,x,18827,x,-2546,x,-1971,x
Ungültige Stimmen,145,0.9,94,0.6,310,1.6,224,1.2,-165,-0.7,-130,-0.6
Gültige Stimmen,16731,99.1,16762,99.4,19112,98.4,18603,98.8,-2381,0.7,-1841,0.6
SPD,2183,13,2128,12.7,3327,17.4,3081,16.6,-1144,-4.4,-953,-3.9
CDU,1833,11,1714,10.2,1262,6.6,1138,6.1,571,4.4,576,4.1
GRÜNE,6349,37.9,6414,38.3,7366,38.5,6297,33.8,-1017,-0.6,117,4.4
DIE LINKE,4531,27.1,4089,24.4,4049,21.2,4371,23.5,482,5.9,-282,0.9
AfD,327,2,329,2,625,3.3,779,4.2,-298,-1.3,-450,-2.2
FDP,388,2.3,410,2.4,543,2.8,594,3.2,-155,-0.5,-184,-0.7
Die PARTEI,572,3.4,458,2.7,1023,5.4,849,4.6,-451,-1.9,-391,-1.8
Tierschutzpartei,306,1.8,246,1.5,x,x,274,1.5,306,1.8,-28,0
PIRATEN,95,0.6,64,0.4,653,3.4,542,2.9,-558,-2.8,-478,-2.5
Graue Panther,x,x,19,0.1,x,x,73,0.4,x,x,-54,-0.3
NPD,x,x,4,0,x,x,51,0.3,x,x,-47,-0.3
Gesundheitsforschung,x,x,10,0.1,x,x,58,0.3,x,x,-48,-0.3
LKR,x,x,3,0,x,x,55,0.3,x,x,-52,-0.3
DKP,x,x,44,0.3,108,0.6,85,0.5,-108,-0.6,-41,-0.2
SGP,x,x,17,0.1,x,x,53,0.3,x,x,-36,-0.2
BüSo,x,x,0,0,x,x,x,x,x,x,0,"0,0"
B*,x,x,30,0.2,x,x,120,0.6,x,x,-90,-0.5
ÖDP,x,x,9,0.1,x,x,63,0.3,x,x,-54,-0.3
dieBasis,119,0.7,101,0.6,x,x,x,x,119,0.7,101,0.6
Bildet Berlin!,x,x,8,0,x,x,x,x,x,x,8,0
Die Grauen,x,x,21,0.1,x,x,x,x,x,x,21,0.1
du.,x,x,98,0.6,x,x,x,x,x,x,98,0.6
BÜNDNIS21,x,x,4,0,x,x,x,x,x,x,4,0
FREIE WÄHLER,x,x,11,0.1,x,x,x,x,x,x,11,0.1
Klimaliste Berlin,x,x,138,0.8,x,x,x,x,x,x,138,0.8
MIETERPARTEI,x,x,40,0.2,x,x,x,x,x,x,40,0.2
Die Humanisten,x,x,25,0.1,x,x,x,x,x,x,25,0.1
Team Todenhöfer,x,x,157,0.9,x,x,x,x,x,x,157,0.9
Volt,x,x,171,1,x,x,x,x,x,x,171,1
EB,28,0.2,x,x,x,x,x,x,28,0.2,x,x
Sonstige,x,x,x,x,156,0.8,120,0.6,x,x,x,x
