feature,berlin_election_2023_first_votes,berlin_election_2023_first_votes_percentage,berlin_election_2023_second_votes,berlin_election_2023_second_votes_percentage,berlin_election_2016_first_votes,berlin_election_2016_first_votes_percentage,berlin_election_2016_second_votes,berlin_election_2016_second_votes_percentage,difference_first_votes,difference_first_votes_percentage,difference_second_votes,difference_second_votes_percentage
Wahlberechtigte,28271,x,28271,x,27437,x,27437,x,834,x,834,x
ohne Wahlschein,21879,77.4,21879,77.4,23231,84.7,23231,84.7,-1352,-7.3,-1352,-7.3
mit Wahlschein,6392,22.6,6392,22.6,4206,15.3,4206,15.3,2186,7.3,2186,7.3
Wählende,14373,50.8,14373,50.8,15335,55.9,15335,55.9,-962,-5.1,-962,-5.1
darunter Briefwählende,5641,39.2,5641,39.2,3801,24.8,3801,24.8,1840,14.5,1840,14.5
Abgegebene Stimmen,14366,x,14343,x,15321,x,15321,x,-955,x,-978,x
Ungültige Stimmen,135,0.9,119,0.8,277,1.8,296,1.9,-142,-0.9,-177,-1.1
Gültige Stimmen,14231,99.1,14224,99.2,15044,98.2,15025,98.1,-813,0.9,-801,1.1
SPD,2623,18.4,2333,16.4,4736,31.5,3634,24.2,-2113,-13,-1301,-7.8
CDU,2753,19.3,2526,17.8,1814,12.1,1809,12,939,7.3,717,5.7
GRÜNE,4289,30.1,4047,28.5,3052,20.3,3102,20.6,1237,9.9,945,7.8
DIE LINKE,2492,17.5,2500,17.6,2552,17,2655,17.7,-60,0.5,-155,-0.1
AfD,768,5.4,799,5.6,1569,10.4,1493,9.9,-801,-5,-694,-4.3
FDP,448,3.1,497,3.5,624,4.1,663,4.4,-176,-1,-166,-0.9
Die PARTEI,330,2.3,261,1.8,x,x,574,3.8,330,2.3,-313,-2
Tierschutzpartei,376,2.6,318,2.2,x,x,232,1.5,376,2.6,86,0.7
PIRATEN,x,x,77,0.5,460,3.1,386,2.6,-460,-3.1,-309,-2
Graue Panther,x,x,42,0.3,x,x,115,0.8,x,x,-73,-0.5
NPD,x,x,4,0,x,x,47,0.3,x,x,-43,-0.3
Gesundheitsforschung,x,x,27,0.2,x,x,47,0.3,x,x,-20,-0.1
LKR,x,x,3,0,x,x,44,0.3,x,x,-41,-0.3
DKP,x,x,35,0.2,x,x,43,0.3,x,x,-8,0
SGP,x,x,14,0.1,92,0.6,53,0.4,-92,-0.6,-39,-0.3
BüSo,x,x,1,0,x,x,11,0.1,x,x,-10,-0.1
B*,x,x,38,0.3,x,x,x,x,x,x,38,0.3
ÖDP,20,0.1,14,0.1,x,x,x,x,20,0.1,14,0.1
dieBasis,132,0.9,91,0.6,x,x,x,x,132,0.9,91,0.6
Bildet Berlin!,x,x,12,0.1,x,x,x,x,x,x,12,0.1
Die Grauen,x,x,41,0.3,x,x,x,x,x,x,41,0.3
du.,x,x,45,0.3,x,x,x,x,x,x,45,0.3
BÜNDNIS21,x,x,2,0,x,x,x,x,x,x,2,0
FREIE WÄHLER,x,x,15,0.1,x,x,x,x,x,x,15,0.1
Klimaliste Berlin,x,x,61,0.4,x,x,x,x,x,x,61,0.4
MIETERPARTEI,x,x,26,0.2,x,x,x,x,x,x,26,0.2
Die Humanisten,x,x,26,0.2,x,x,x,x,x,x,26,0.2
Team Todenhöfer,x,x,197,1.4,x,x,x,x,x,x,197,1.4
Volt,x,x,172,1.2,x,x,x,x,x,x,172,1.2
Sonstige,x,x,x,x,145,1,117,0.8,x,x,x,x
